"ID";"MS";"Mp";"VFN";"Mh";"Man";"MMS";"TAN";"T";"Va";"Ve";"Mk";"Cn";"Ct";"Cr";"M (kg)";"Mt";"Enedc (g/km)";"Ewltp (g/km)";"W (mm)";"At1 (mm)";"At2 (mm)";"Ft";"Fm";"Ec (cm3)";"Ep (KW)";"Z (Wh/km)";"IT";"Ernedc (g/km)";"Erwltp (g/km)";"De";"Vf";"R";"Year";"Status";"Version_file";"E (g/km)";"Er (g/km)";"Zr";"Dr";"Fc";"Ech";"RLFI"
"175664476";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CW1";"HYUNDAI";"I20";"M1";"M1";"1140";"1272";;"123";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-07-07";"5,4";"EA";"RL-050009-NLH"
"175666153";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1259";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-05-27";"5,3";"EA";"RL-050009-NLH"
"175668942";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1237";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-03-31";"5,2";"EA";"RL-050009-NLH"
"175669564";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1237";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-09-30";"5,2";"EA";"RL-050009-NLH"
"175672491";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1237";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-07-31";"5,2";"EA";"RL-050009-NLH"
"175674374";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1237";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-07-08";"5,2";"EA";"RL-050009-NLH"
"175679635";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1277";;"120";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-12-18";"5,3";"EA";"RL-050009-NLH"
"175682932";"DE";"HYUNDAI MOTOR EUROPE";"IP-050663-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"D71CW1";"HYUNDAI";"I20";"M1";"M1";"1165";"1300";;"126";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-02-12";"5,5";"EA";"RL-050010-NLH"
"175684541";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1256";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-07-08";"5,2";"EA";"RL-050009-NLH"
"175685554";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1255";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-02-25";"5,2";"EA";"RL-050009-NLH"
"175691132";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1254";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-10-08";"5,2";"EA";"RL-050009-NLH"
"175691685";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1237";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-05-08";"5,2";"EA";"RL-050009-NLH"
"175694801";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1237";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-09-24";"5,2";"EA";"RL-050009-NLH"
"175696034";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1237";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-05-05";"5,2";"EA";"RL-050009-NLH"
"175697262";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1254";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-01-30";"5,2";"EA";"RL-050009-NLH"
"175699416";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1258";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-10-21";"5,2";"EA";"RL-050009-NLH"
"175699852";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1255";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-03-24";"5,2";"EA";"RL-050009-NLH"
"175701827";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1254";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-04-24";"5,2";"EA";"RL-050009-NLH"
"175708708";"DE";"HYUNDAI MOTOR EUROPE";"IP-050663-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"D71CW1";"HYUNDAI";"I20";"M1";"M1";"1165";"1301";;"126";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-01-31";"5,5";"EA";"RL-050010-NLH"
"175708828";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1258";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-04-14";"5,2";"EA";"RL-050009-NLH"
"175716408";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1260";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-04-30";"5,3";"EA";"RL-050009-NLH"
"175723940";"DE";"HYUNDAI MOTOR EUROPE";"IP-050663-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"D71CW1";"HYUNDAI";"I20";"M1";"M1";"1165";"1301";;"126";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-02-12";"5,5";"EA";"RL-050010-NLH"
"175729017";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CW1";"HYUNDAI";"I20";"M1";"M1";"1140";"1272";;"123";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-07-08";"5,4";"EA";"RL-050009-NLH"
"175729319";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1254";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-10-01";"5,2";"EA";"RL-050009-NLH"
"175730626";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1295";;"124";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-09-10";"5,4";"EA";"RL-050009-NLH"
"175739597";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1237";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-10-06";"5,2";"EA";"RL-050009-NLH"
"175740770";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1254";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-05-13";"5,2";"EA";"RL-050009-NLH"
"175745354";"DE";"HYUNDAI MOTOR EUROPE";"IP-050663-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"D71CW1";"HYUNDAI";"I20";"M1";"M1";"1165";"1298";;"126";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-12-01";"5,5";"EA";"RL-050010-NLH"
"175754117";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1273";;"123";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-01-30";"5,4";"EA";"RL-050009-NLH"
"175755505";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1259";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-04-10";"5,3";"EA";"RL-050009-NLH"
"175758968";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1237";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-06-16";"5,2";"EA";"RL-050009-NLH"
"175759887";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1259";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-04-10";"5,3";"EA";"RL-050009-NLH"
"175772012";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1237";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-04-03";"5,2";"EA";"RL-050009-NLH"
"175772620";"DE";"HYUNDAI MOTOR EUROPE";"IP-050663-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"D71CW1";"HYUNDAI";"I20";"M1";"M1";"1165";"1298";;"126";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-09-15";"5,5";"EA";"RL-050010-NLH"
"175774159";"DE";"HYUNDAI MOTOR EUROPE";"IP-050663-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"D71CW1";"HYUNDAI";"I20";"M1";"M1";"1165";"1298";;"126";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-09-19";"5,5";"EA";"RL-050010-NLH"
"175777275";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1254";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-09-24";"5,2";"EA";"RL-050009-NLH"
"175777472";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1258";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-01-02";"5,2";"EA";"RL-050009-NLH"
"175787713";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1237";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-07-09";"5,2";"EA";"RL-050009-NLH"
"175789744";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1258";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-01-23";"5,2";"EA";"RL-050009-NLH"
"175793475";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1259";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-07-14";"5,3";"EA";"RL-050009-NLH"
"175798425";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1254";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-03-05";"5,2";"EA";"RL-050009-NLH"
"175799728";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CW1";"HYUNDAI";"I20";"M1";"M1";"1140";"1272";;"123";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-12-18";"5,4";"EA";"RL-050009-NLH"
"175802111";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1273";;"123";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-12-11";"5,4";"EA";"RL-050009-NLH"
"175802810";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1237";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-09-08";"5,2";"EA";"RL-050009-NLH"
"175804584";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1256";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-07-31";"5,2";"EA";"RL-050009-NLH"
"175806813";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1259";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-05-27";"5,3";"EA";"RL-050009-NLH"
"175807885";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1255";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-07-29";"5,2";"EA";"RL-050009-NLH"
"175809076";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1254";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-01-15";"5,2";"EA";"RL-050009-NLH"
"175810776";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CW1";"HYUNDAI";"I20";"M1";"M1";"1140";"1275";;"123";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-07-15";"5,4";"EA";"RL-050009-NLH"
"175812945";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1237";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-06-26";"5,2";"EA";"RL-050009-NLH"
"175817517";"DE";"HYUNDAI MOTOR EUROPE";"IP-050663-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"D71CW1";"HYUNDAI";"I20";"M1";"M1";"1165";"1298";;"126";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-03-27";"5,5";"EA";"RL-050010-NLH"
"175821759";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1273";;"123";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-11-06";"5,4";"EA";"RL-050009-NLH"
"175827288";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1254";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-10-21";"5,2";"EA";"RL-050009-NLH"
"175829538";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1237";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-04-22";"5,2";"EA";"RL-050009-NLH"
"175829614";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1237";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-04-25";"5,2";"EA";"RL-050009-NLH"
"175830303";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1259";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-06-30";"5,3";"EA";"RL-050009-NLH"
"175836360";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1254";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-06-30";"5,2";"EA";"RL-050009-NLH"
"175836661";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CW1";"HYUNDAI";"I20";"M1";"M1";"1140";"1272";;"123";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-02-03";"5,4";"EA";"RL-050009-NLH"
"175837264";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1237";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-03-18";"5,2";"EA";"RL-050009-NLH"
"175837847";"DE";"HYUNDAI MOTOR EUROPE";"IP-050662-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"M62CZ1";"HYUNDAI";"I20";"M1";"M1";"1140";"1256";;"119";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-03-19";"5,2";"EA";"RL-050009-NLH"
"175838825";"DE";"HYUNDAI MOTOR EUROPE";"IP-050663-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"D71CW1";"HYUNDAI";"I20";"M1";"M1";"1165";"1301";;"126";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-02-07";"5,5";"EA";"RL-050010-NLH"
"175840708";"DE";"HYUNDAI MOTOR EUROPE";"IP-050663-NLH";"HYUNDAI TURKIYE";"HYUNDAI MOTOR TURKIYE OTOMOTIV AS";;"E5*2007/46*0121*06";"BC3";"B5P51";"D71CW1";"HYUNDAI";"I20";"M1";"M1";"1165";"1300";;"126";;;;"petrol";"M";"998";"74";;"";;;;;"1";"2025";"P";"v31";;;;"2025-08-26";"5,5";"EA";"RL-050010-NLH"
